,index,order_id,cust_id,gender,age,date,status,retail_supplier,sku,category,size,qty,currency,amount,ship-city,ship-state,ship-postal-code,ship-country,b2b
10838,10839,402-0421221-4873103,421221,W,20,2022-05-12,Delivered,Others,JNE3752-KR-M,kurta,M,1,INR,345,CHIKKAMAGALURU,KARNATAKA,577101,IN,False
10839,10840,402-8145467-1060334,8145467,W,43,2022-05-12,Delivered,Myntra,JNE3261-KR-XXXL,kurta,3XL,1,INR,376,MARGAO,GOA,403707,IN,False
10840,10841,406-1770055-8810738,1770055,W,36,2022-05-12,Delivered,Myntra,JNE2101-KR-210-L,kurta,L,1,INR,277,MYSURU,KARNATAKA,570019,IN,False
10841,10842,406-1770055-8810738,1770055,W,38,2022-05-12,Delivered,Others,JNE3634-KR-XXL,kurta,XXL,1,INR,521,CHENNAI,TAMIL NADU,600125,IN,False
10842,10843,403-5030539-8461964,5030539,W,27,2022-05-12,Refunded,Meesho,JNE3618-KR-L,kurta,L,1,INR,385,PUNE,MAHARASHTRA,411021,IN,False
10843,10844,408-0176991-7320338,176991,M,41,2022-05-12,Delivered,Flipkart,JNE3797-KR-XXXL,western dress,3XL,1,INR,771,CHERTHALA,KERALA,688529,IN,False
10844,10845,407-4576441-1741963,4576441,W,23,2022-05-12,Delivered,Flipkart,JNE3893-TP-XXXL,top,3XL,1,INR,621,Gurgaon,HARYANA,122001,IN,False
10845,10846,406-0392249-7892323,392249,W,33,2022-05-12,Delivered,Ajio,JNE3294-KR-L,kurta,L,1,INR,432,FARIDABAD,HARYANA,121010,IN,False
10846,10847,171-7645755-0677952,7645755,W,59,2022-05-12,Delivered,Amazon,J0230-SKD-S,set,S,1,INR,1163,Gandhinagar,GUJARAT,382421,IN,False
10847,10848,402-3847028-2765909,3847028,W,28,2022-05-12,Delivered,Amazon,J0144-SET-XS,set,XS,1,INR,499,OZAR,MAHARASHTRA,422206,IN,False
10848,10849,408-0203885-2989156,203885,W,35,2022-05-12,Returned,Myntra,SET385-KR-NP-M,set,M,1,INR,599,JAIPUR,RAJASTHAN,302020,IN,False
10849,10850,402-4647198-1949928,4647198,M,33,2022-05-12,Delivered,Amazon,J0414-DR-M,western dress,M,1,INR,885,Ernakulam,KERALA,682314,IN,False
10850,10851,405-5969128-8995528,5969128,M,51,2022-05-12,Delivered,Myntra,SET355-KR-PP-S,set,S,1,INR,1399,BENGALURU,KARNATAKA,560035,IN,False
10851,10852,405-6474858-1486747,6474858,W,23,2022-05-12,Delivered,Flipkart,JNE3573-KR-S,kurta,S,1,INR,381,Dombivli west,MAHARASHTRA,421202,IN,False
10852,10853,171-2868816-4405129,2868816,W,45,2022-05-12,Delivered,Flipkart,PJNE2199-KR-N-4XL,kurta,4XL,1,INR,453,MUMBAI,MAHARASHTRA,400064,IN,False
10853,10854,404-6503571-3726710,6503571,W,21,2022-05-12,Delivered,Ajio,BL016-63RED-B,blouse,Free,1,INR,385,HYDERABAD,TELANGANA,500050,IN,False
10854,10855,402-1842134-0689936,1842134,M,21,2022-05-12,Delivered,Flipkart,SET264-KR-NP-L,set,L,1,INR,824,THANE,MAHARASHTRA,400612,IN,False
10855,10856,406-9030950-2453911,9030950,M,25,2022-05-12,Delivered,Flipkart,J0009-SKD-XXL,set,XXL,1,INR,999,Tadepalli,ANDHRA PRADESH,522501,IN,False
10856,10857,403-3868045-9540300,3868045,W,75,2022-05-12,Delivered,Myntra,JNE3790-KR-XXL,kurta,XXL,1,INR,301,THANE,MAHARASHTRA,400601,IN,False
10857,10858,407-1667630-9892342,1667630,W,38,2022-05-12,Delivered,Myntra,SET355-KR-PP-M,set,M,1,INR,1192,HYDERABAD,TELANGANA,500090,IN,False
10858,10859,405-3603177-1207540,3603177,W,47,2022-05-12,Delivered,Myntra,J0008-SKD-L,set,L,1,INR,1065,HARDOI,UTTAR PRADESH,241001,IN,False
10859,10860,404-9198314-1957161,9198314,M,44,2022-05-12,Delivered,Myntra,J0230-SKD-M,set,M,1,INR,1319,BENGALURU,KARNATAKA,560083,IN,False
10860,10861,408-4550429-7302715,4550429,W,24,2022-05-12,Delivered,Amazon,J0003-SET-XXXL,set,3XL,1,INR,654,NAVI MUMBAI,MAHARASHTRA,410209,IN,False
10861,10862,171-2726370-9347506,2726370,M,34,2022-05-12,Delivered,Flipkart,J0339-DR-S,western dress,S,1,INR,825,KOZHIKODE,KERALA,673004,IN,False
10862,10863,407-1989906-0817906,1989906,W,36,2022-05-12,Delivered,Myntra,PJNE2171-KR-N-4XL,kurta,4XL,1,INR,1099,HYDERABAD,TELANGANA,500092,IN,False
10863,10864,405-5243312-5649120,5243312,W,21,2022-05-12,Delivered,Amazon,JNE3659-TP-N-XXL,top,XXL,1,INR,463,Hyderabad,TELANGANA,500018,IN,False
10864,10865,404-8424009-3493145,8424009,W,48,2022-05-12,Delivered,Myntra,SET290-KR-DPT-XXXL,set,3XL,1,INR,792,CHENNAI,TAMIL NADU,600040,IN,False
10865,10866,406-2080256-0401148,2080256,W,27,2022-05-12,Delivered,Flipkart,SET400-KR-NP-L,set,L,1,INR,1254,BISWANATH CHARIALI,ASSAM,784176,IN,False
10866,10867,404-6476590-7390736,6476590,W,41,2022-05-12,Delivered,Myntra,JNE3506-KR-XXL,kurta,XXL,1,INR,635,HYDERABAD,TELANGANA,500089,IN,False
10867,10868,403-3111552-0073150,3111552,W,39,2022-05-12,Delivered,Amazon,SET324-KR-NP-S,set,S,1,INR,635,CHODAVARAM,ANDHRA PRADESH,531036,IN,False
10868,10869,171-9836270-6844301,9836270,W,65,2022-05-12,Delivered,Myntra,JNE3805-KR-S,kurta,S,1,INR,487,PUDUVAYAL,TAMIL NADU,630108,IN,False
10869,10870,407-1141202-0720300,1141202,M,18,2022-05-12,Delivered,Myntra,J0207-DR-XL,western dress,XL,1,INR,1168,BENGALURU,KARNATAKA,560054,IN,False
10870,10871,407-1141202-0720300,1141202,W,77,2022-05-12,Delivered,Ajio,J0117-TP-XXXL,top,3XL,1,INR,522,PIMPRI CHINCHWAD,MAHARASHTRA,411033,IN,False
10871,10872,171-1653804-6744308,1653804,W,42,2022-05-12,Delivered,Myntra,J0041-SET-S,set,S,1,INR,641,SHAHBAD,HARYANA,136135,IN,False
10872,10873,171-1653804-6744308,1653804,W,38,2022-05-12,Delivered,Flipkart,J0041-SET-XL,set,XL,1,INR,622,BENGALURU,KARNATAKA,560016,IN,False
10873,10874,402-7379296-5620349,7379296,M,37,2022-05-12,Delivered,Amazon,SAR009,saree,Free,1,INR,579,GANAUR,HARYANA,131101,IN,False
10874,10875,408-8381783-6757916,8381783,M,54,2022-05-12,Delivered,Meesho,JNE3905-DR-M,western dress,M,1,INR,625,HYDERABAD,TELANGANA,501203,IN,False
10875,10876,406-6254187-7865140,6254187,M,68,2022-05-12,Delivered,Nalli,SET351-KR-NP-XXXL,set,3XL,1,INR,599,BENGALURU,KARNATAKA,560032,IN,False
10876,10877,407-4224673-5416320,4224673,W,26,2022-05-12,Delivered,Flipkart,JNE3801-KR-L,kurta,L,1,INR,735,HYDERABAD,TELANGANA,500059,IN,False
10877,10878,404-6067842-0346769,6067842,M,45,2022-05-12,Delivered,Amazon,SET324-KR-NP-S,set,S,1,INR,597,MIRZAPUR CUM VINDHYACHAL,UTTAR PRADESH,231001,IN,False
10878,10879,405-6196377-2177922,6196377,M,26,2022-05-12,Delivered,Myntra,JNE3800-KR-M,western dress,M,1,INR,735,BENGALURU,KARNATAKA,560037,IN,False
10879,10880,408-3051723-4202724,3051723,W,56,2022-05-12,Delivered,Nalli,JNE3700-KR-XXL,kurta,XXL,1,INR,299,CHENNAI,TAMIL NADU,603211,IN,False
10880,10881,171-0241538-5161172,241538,M,23,2022-05-12,Returned,Flipkart,J0003-SET-M,set,M,1,INR,654,PONNANI,KERALA,679584,IN,False
10881,10882,404-4733673-6845926,4733673,W,60,2022-05-12,Delivered,Amazon,J0372-SKD-S,set,S,1,INR,1099,MADURAI,TAMIL NADU,625016,IN,False
10882,10883,404-1252423-5301904,1252423,M,55,2022-05-12,Delivered,Myntra,NW012-TP-PJ-XXL,set,XXL,1,INR,521,BENGALURU,KARNATAKA,560037,IN,False
10883,10884,402-2091236-8423501,2091236,W,28,2022-05-12,Delivered,Meesho,JNE3567-KR-XL,kurta,XL,1,INR,399,KOLKATA,WEST BENGAL,700061,IN,False
10884,10885,171-6562759-4468325,6562759,M,27,2022-05-12,Delivered,Myntra,J0341-DR-XL,western dress,XL,1,INR,743,Gudalur,TAMIL NADU,625518,IN,False
10885,10886,405-5596145-5151522,5596145,W,24,2022-05-12,Delivered,Myntra,JNE3801-KR-M,kurta,M,1,INR,725,BENGALURU,KARNATAKA,560067,IN,False
10886,10887,405-5596145-5151522,5596145,W,41,2022-05-12,Delivered,Flipkart,JNE3802-KR-S,kurta,S,1,INR,431,BHOPAL,MADHYA PRADESH,462037,IN,False
10887,10888,405-5596145-5151522,5596145,W,24,2022-05-12,Delivered,Ajio,JNE3515-KR-XXXL,kurta,3XL,1,INR,453,WARANGAL,TELANGANA,506002,IN,False
10888,10889,402-0032545-0779521,32545,W,61,2022-05-12,Delivered,Myntra,J0117-TP-XL,top,XL,1,INR,726,GALIAKOT,RAJASTHAN,314026,IN,False
10889,10890,408-9319408-2730733,9319408,M,45,2022-05-12,Delivered,Ajio,J0341-DR-XL,western dress,XL,1,INR,842,VIRUDHUNAGAR,TAMIL NADU,626001,IN,False
10890,10891,405-8135423-4778725,8135423,W,48,2022-05-12,Delivered,Meesho,BL104-S,blouse,S,1,INR,493,VISAKHAPATNAM,ANDHRA PRADESH,530017,IN,False
10891,10892,408-2890680-5258741,2890680,M,21,2022-05-12,Delivered,Myntra,J0230-SKD-XXXL,set,3XL,1,INR,969,Auraiya,UTTAR PRADESH,206122,IN,False
10892,10893,404-6626195-8775514,6626195,W,39,2022-05-12,Delivered,Amazon,J0117-TP-XXXL,top,3XL,1,INR,487,MUMBAI,MAHARASHTRA,400064,IN,False
10893,10894,405-3565045-8322733,3565045,M,28,2022-05-12,Delivered,Myntra,JNE3797-KR-S,western dress,S,1,INR,735,Thrikkakara,KERALA,682033,IN,False
10894,10895,404-4869029-2295555,4869029,M,48,2022-05-12,Delivered,Amazon,J0400-DR-M,western dress,M,1,INR,859,BENGALURU,KARNATAKA,560043,IN,False
10895,10896,404-5056887-0540350,5056887,M,29,2022-05-12,Returned,Flipkart,JNE3797-KR-XL,western dress,XL,1,INR,715,NAVI MUMBAI,MAHARASHTRA,400709,IN,False
10896,10897,407-3139802-6319544,3139802,M,32,2022-05-12,Delivered,Amazon,J0343-DR-XL,western dress,XL,1,INR,744,PUTTUR,ANDHRA PRADESH,517583,IN,False
10897,10898,402-4493683-1269162,4493683,W,47,2022-05-12,Delivered,Amazon,JNE3784-KR-M,kurta,M,1,INR,496,PUNE,MAHARASHTRA,411015,IN,False
10898,10899,403-0245680-9365945,245680,W,56,2022-05-12,Delivered,Ajio,SET058-KR-NP-M,set,M,1,INR,847,JAIPUR,RAJASTHAN,302017,IN,False
10899,10900,171-4061274-4649959,4061274,W,61,2022-05-12,Delivered,Nalli,SET392-KR-NP-M,set,M,1,INR,799,KHARAGPUR,WEST BENGAL,721304,IN,False
10900,10901,403-1444638-3090734,1444638,W,18,2022-05-12,Delivered,Myntra,J0119-TP-XL,top,XL,1,INR,540,KASHIPUR,UTTARAKHAND,244713,IN,False
10901,10902,405-0340746-8021146,340746,W,35,2022-05-12,Delivered,Ajio,J0344-TP-XS,top,XS,1,INR,469,NEW DELHI,DELHI,110088,IN,False
10902,10903,403-6945449-9006702,6945449,W,44,2022-05-12,Delivered,Ajio,JNE3405-KR-XXXL,kurta,3XL,1,INR,449,GUWAHATI,ASSAM,781006,IN,False
10903,10904,407-1093384-1385949,1093384,W,26,2022-05-12,Delivered,Amazon,SET365-KR-NP-M,set,M,1,INR,1066,ZIRAKPUR,PUNJAB,140603,IN,False
10904,10905,171-6991410-9124310,6991410,W,25,2022-05-12,Delivered,Myntra,J0349-SET-S,set,S,1,INR,845,Mangalore,KARNATAKA,575008,IN,False
10905,10906,171-3313991-1647526,3313991,W,37,2022-05-12,Delivered,Amazon,J0297-TP-XXXL,top,3XL,1,INR,574,Bengaluru,KARNATAKA,560100,IN,False
10906,10907,403-8732344-7864360,8732344,W,34,2022-05-12,Delivered,Ajio,SET293-KR-NP-S,set,S,1,INR,736,JALNA,MAHARASHTRA,431203,IN,False
10907,10908,404-4809153-4347539,4809153,M,45,2022-05-12,Delivered,Amazon,JNE3861-DR-L,western dress,L,1,INR,791,PUNE,MAHARASHTRA,411003,IN,False
10908,10909,402-1481263-4901951,1481263,M,49,2022-05-12,Delivered,Flipkart,SAR004,saree,Free,1,INR,618,TIRUVALLUR,TAMIL NADU,600077,IN,False
10909,10910,405-8077001-8137949,8077001,M,75,2022-05-12,Delivered,Amazon,SET291-KR-PP-XXL,set,XXL,1,INR,563,LUCKNOW,UTTAR PRADESH,226016,IN,False
10910,10911,402-3747697-3263557,3747697,W,46,2022-05-12,Delivered,Amazon,SET398-KR-PP-XXXL,set,3XL,1,INR,1129,NEW DELHI,DELHI,110027,IN,False
10911,10912,171-7605234-2616357,7605234,W,18,2022-05-12,Delivered,Flipkart,J0118-TP-M,top,M,1,INR,529,JAMMU,JAMMU & KASHMIR,180004,IN,False
10912,10913,408-4804006-2777930,4804006,W,37,2022-05-12,Delivered,Myntra,JNE3645-TP-N-M,top,M,1,INR,432,BENGALURU,KARNATAKA,560076,IN,False
10913,10914,404-9764969-2929956,9764969,W,44,2022-05-12,Returned,Flipkart,JNE3323-KR-A-XL,kurta,XL,1,INR,264,CHENNAI,TAMIL NADU,600116,IN,False
10914,10915,171-0857743-0208364,857743,W,24,2022-05-12,Delivered,Myntra,JNE3440-KR-N-S,kurta,S,1,INR,399,BHOPAL,MADHYA PRADESH,462003,IN,False
10915,10916,406-0362249-3769902,362249,M,34,2022-05-12,Returned,Meesho,JNE3797-KR-S,western dress,S,1,INR,735,BENGALURU,KARNATAKA,560016,IN,False
10916,10917,404-6180886-8518756,6180886,W,45,2022-05-12,Delivered,Flipkart,JNE3654-TP-L,top,L,1,INR,371,MUMBAI,MAHARASHTRA,400088,IN,False
10917,10918,407-0797394-4721128,797394,W,20,2022-05-12,Delivered,Amazon,SET374-KR-NP-S,set,S,1,INR,589,BENGALURU,KARNATAKA,560085,IN,False
10918,10919,406-2305302-2472308,2305302,M,25,2022-05-12,Returned,Amazon,JNE3797-KR-M,western dress,M,1,INR,725,Anupuram,TAMIL NADU,603127,IN,False
10919,10920,406-6761547-9506743,6761547,W,71,2022-05-12,Delivered,Amazon,SET408-KR-NP-XXXL,set,3XL,1,INR,484,LUCKNOW,UTTAR PRADESH,226028,IN,False
10920,10921,406-6761547-9506743,6761547,M,60,2022-05-12,Delivered,Myntra,SET291-KR-PP-M,set,M,1,INR,569,THIRUVANANTHAPURAM,KERALA,695035,IN,False
10921,10922,171-9076779-2985926,9076779,W,70,2022-05-12,Delivered,Flipkart,JNE3568-KR-M,kurta,M,1,INR,399,ANANTAPUR,ANDHRA PRADESH,515001,IN,False
10922,10923,405-5196782-6521147,5196782,W,40,2022-05-12,Delivered,Amazon,JNE3573-KR-XS,kurta,XS,1,INR,377,KHALILABAD,UTTAR PRADESH,272175,IN,False
10923,10924,408-2505300-1215549,2505300,M,27,2022-05-12,Delivered,Flipkart,J0041-SET-S,set,S,1,INR,612,CHENNAI,TAMIL NADU,600073,IN,False
10924,10925,405-9611928-0778751,9611928,M,46,2022-05-12,Returned,Amazon,J0157-DR-L,western dress,L,1,INR,690,GUNTUR,ANDHRA PRADESH,522309,IN,False
10925,10926,404-0684001-7138721,684001,W,52,2022-05-12,Delivered,Amazon,JNE3399-KR-M,kurta,M,1,INR,435,NEW DELHI,DELHI,110094,IN,False
10926,10927,406-9329625-8976345,9329625,W,26,2022-05-12,Delivered,Amazon,J0184-KR-A-S,kurta,S,1,INR,405,CHANDIGARH,CHANDIGARH,160023,IN,False
10927,10928,407-6307776-0645112,6307776,M,43,2022-05-12,Delivered,Amazon,SET360-KR-NP-XXXL,set,3XL,1,INR,1138,Lucknow,UTTAR PRADESH,226010,IN,False
10928,10929,405-6966751-9040345,6966751,W,23,2022-05-12,Delivered,Meesho,JNE3566-KR-L,kurta,L,1,INR,419,BENGALURU,KARNATAKA,560078,IN,False
10929,10930,403-9335850-6881134,9335850,W,73,2022-05-12,Delivered,Amazon,MEN5004-KR-M,kurta,M,1,INR,484,KOLKATA,WEST BENGAL,700002,IN,False
10930,10931,403-5046127-1711558,5046127,W,32,2022-05-12,Refunded,Amazon,JNE3405-KR-XS,kurta,XS,1,INR,399,BENGALURU,KARNATAKA,560037,IN,False
10931,10932,403-1381062-8117158,1381062,W,20,2022-05-12,Delivered,Amazon,J0117-TP-XXL,top,XXL,1,INR,518,KALYAN,MAHARASHTRA,421202,IN,False
10932,10933,402-3409979-3686701,3409979,M,47,2022-05-12,Returned,Flipkart,J0343-DR-XS,western dress,XS,1,INR,743,VIJAYAWADA,ANDHRA PRADESH,520004,IN,False
10933,10934,406-3202168-9644361,3202168,W,41,2022-05-12,Delivered,Nalli,SET278-KR-NP-M,set,M,1,INR,1432,BENGALURU,KARNATAKA,560002,IN,False
10934,10935,407-2026007-3361912,2026007,W,75,2022-05-12,Delivered,Flipkart,SET408-KR-NP-M,set,M,1,INR,599,GURUGRAM,HARYANA,122002,IN,False
10935,10936,407-6792612-8219552,6792612,W,38,2022-05-12,Delivered,Nalli,JNE3784-KR-L,kurta,L,1,INR,452,JHARSUGUDA,ODISHA,768201,IN,False
10936,10937,406-4281295-0243514,4281295,M,37,2022-05-12,Delivered,Myntra,J0006-SET-S,ethnic dress,S,1,INR,855,RAIPUR,CHHATTISGARH,492010,IN,False
10937,10938,404-5222243-0609159,5222243,W,77,2022-05-12,Delivered,Amazon,SET360-KR-NP-XXL,set,XXL,1,INR,1126,Haldwani,UTTARAKHAND,263139,IN,False
10938,10939,402-3766529-0479569,3766529,M,52,2022-05-12,Returned,Flipkart,JNE3797-KR-XXXL,western dress,3XL,1,INR,715,pune,MAHARASHTRA,411048,IN,False
10939,10940,408-2951288-6447539,2951288,M,29,2022-05-12,Delivered,Myntra,J0003-SET-XL,set,XL,1,INR,688,HYDERABAD,TELANGANA,502325,IN,False
10940,10941,402-3451911-0916365,3451911,W,37,2022-05-12,Delivered,Nalli,J0119-TP-L,top,L,1,INR,540,AIZAWL,MIZORAM,796008,IN,False
10941,10942,402-6703725-5929952,6703725,M,41,2022-05-12,Delivered,Amazon,J0003-SET-XXXL,set,3XL,1,INR,664,KADAPA,ANDHRA PRADESH,516001,IN,False
10942,10943,406-5313369-7361135,5313369,W,30,2022-05-12,Delivered,Ajio,BL107-S,blouse,S,1,INR,545,MUMBAI,MAHARASHTRA,400078,IN,False
10943,10944,405-9691523-3185936,9691523,W,39,2022-05-12,Delivered,Myntra,JNE3783-KR-XXL,kurta,XXL,1,INR,517,HYDERABAD,TELANGANA,500028,IN,False
10944,10945,402-0165724-9272309,165724,M,39,2022-05-12,Returned,Flipkart,JNE3797-KR-XL,western dress,XL,1,INR,771,WANAPARTHY,TELANGANA,509103,IN,False
10945,10946,408-7469918-8212333,7469918,M,29,2022-05-12,Delivered,Flipkart,SET287-KR-NP-L,set,L,1,INR,666,CORBETT,UTTARAKHAND,244715,IN,False
10946,10947,405-3627714-9705927,3627714,W,37,2022-05-12,Delivered,Nalli,MEN5004-KR-L,kurta,L,1,INR,484,NEW DELHI,DELHI,110091,IN,False
10947,10948,407-4019026-6629130,4019026,W,73,2022-05-12,Delivered,Amazon,JNE3634-KR-XXXL,kurta,3XL,1,INR,521,BHOPAL,MADHYA PRADESH,462023,IN,False
10948,10949,408-7965139-5811500,7965139,M,49,2022-05-12,Returned,Myntra,JNE3797-KR-XXL,western dress,XXL,1,INR,735,HYDERABAD,TELANGANA,502032,IN,False
10949,10950,408-0360760-8611553,360760,W,31,2022-05-12,Delivered,Flipkart,SET331-KR-NP-XXL,set,XXL,1,INR,635,GUDIBANDA,KARNATAKA,561209,IN,False
10950,10951,171-5342891-2745954,5342891,W,36,2022-05-12,Delivered,Myntra,JNE3639-TP-N-XXL,top,XXL,1,INR,497,MOHALI,PUNJAB,140308,IN,False
10951,10952,402-4289303-0883530,4289303,W,26,2022-05-12,Delivered,Myntra,JNE3697-KR-L,kurta,L,1,INR,487,VISAKHAPATNAM,ANDHRA PRADESH,530013,IN,False
10952,10953,403-8868328-4144326,8868328,W,37,2022-05-12,Cancelled,Amazon,JNE1977-KR-237-XS,kurta,XS,1,INR,301,HOSAPETE,KARNATAKA,583201,IN,False
10953,10954,407-7828431-0495507,7828431,W,49,2022-05-12,Delivered,Flipkart,J0379-SKD-L,set,L,1,INR,1301,TIRUCHIRAPPALLI,TAMIL NADU,620003,IN,False
10954,10955,402-4693504-8655544,4693504,W,18,2022-05-12,Delivered,Flipkart,J0003-SET-S,set,S,1,INR,655,NEW DELHI,DELHI,110045,IN,False
10955,10956,407-7250800-4294729,7250800,W,30,2022-05-12,Delivered,Nalli,NW028-TP-PJ-M,set,M,1,INR,563,Bhubaneswar,ODISHA,751024,IN,False
10956,10957,407-6814725-4598719,6814725,M,65,2022-05-12,Refunded,Flipkart,SAR015,saree,Free,1,INR,399,BENGALURU,KARNATAKA,560068,IN,False
10957,10958,405-3940358-3618752,3940358,W,73,2022-05-12,Delivered,Flipkart,J0085-TP-XL,top,XL,1,INR,346,SURAT,GUJARAT,395007,IN,False
10958,10959,406-4499072-9513946,4499072,W,55,2022-05-12,Delivered,Flipkart,PJNE2199-KR-N-4XL,kurta,4XL,1,INR,431,Kalyan east,MAHARASHTRA,421306,IN,False
10959,10960,406-4499072-9513946,4499072,W,47,2022-05-12,Delivered,Flipkart,PJNE2014-KR-N-6XL,kurta,6XL,1,INR,798,MUVATTUPUZHA,KERALA,686673,IN,False
10960,10961,402-1166047-3871565,1166047,W,57,2022-05-12,Delivered,Flipkart,SET087-KR-PP-XXL,set,XXL,1,INR,855,VARANASI,UTTAR PRADESH,221106,IN,False
10961,10962,407-2306460-9047568,2306460,W,33,2022-05-12,Delivered,Myntra,J0418-TP-XS,top,XS,1,INR,749,WALUJ MIDC,MAHARASHTRA,431136,IN,False
10962,10963,406-2240728-4814702,2240728,W,43,2022-05-12,Delivered,Flipkart,JNE3439-KR-L,kurta,L,1,INR,399,ALLAHABAD,UTTAR PRADESH,211001,IN,False
10963,10964,407-9946987-6180334,9946987,W,18,2022-05-12,Returned,Myntra,JNE3530-KR-S,kurta,S,1,INR,356,BENGALURU,KARNATAKA,560036,IN,False
10964,10965,171-3745272-8588345,3745272,W,41,2022-05-12,Delivered,Myntra,PSET264-KR-NP-6XL,set,6XL,1,INR,1399,MAVOOR,KERALA,673008,IN,False
10965,10966,403-1431311-8976333,1431311,M,37,2022-05-12,Returned,Nalli,JNE3797-KR-XXL,western dress,XXL,1,INR,735,BENGALURU,KARNATAKA,560021,IN,False
10966,10967,403-1431311-8976333,1431311,M,36,2022-05-12,Returned,Flipkart,JNE3800-KR-A-M,western dress,M,1,INR,725,GHAZIABAD,UTTAR PRADESH,201005,IN,False
10967,10968,405-1462238-9686756,1462238,M,47,2022-05-12,Delivered,Flipkart,NW024-TP-PJ-S,set,S,1,INR,586,NAVI MUMBAI,MAHARASHTRA,400614,IN,False
10968,10969,171-8413841-2708352,8413841,W,31,2022-05-12,Delivered,Flipkart,JNE3368-KR-XXXL,kurta,3XL,1,INR,471,PIMPRI CHINCHWAD,MAHARASHTRA,411027,IN,False
10969,10970,403-8245760-3488339,8245760,M,18,2022-05-12,Delivered,Amazon,SAR008,saree,Free,1,INR,824,BENGALURU,KARNATAKA,560071,IN,False
10970,10971,406-1770281-6110758,1770281,M,47,2022-05-12,Delivered,Amazon,SET337-KR-NP-M,set,M,1,INR,874,Bangalore,KARNATAKA,560048,IN,False
10971,10972,408-0267440-0936342,267440,W,24,2022-05-12,Delivered,Others,SET380-KR-NP-L,set,L,1,INR,995,Lucknow,UTTAR PRADESH,226016,IN,False
10972,10973,405-3354866-4210720,3354866,W,30,2022-05-12,Delivered,Others,SET433-KR-NP-M,set,M,1,INR,543,BENGALURU,KARNATAKA,560033,IN,False
10973,10974,407-6845732-2811548,6845732,W,19,2022-05-12,Delivered,Flipkart,JNE3764-KR-XXL,kurta,XXL,1,INR,387,MUMBAI,MAHARASHTRA,400091,IN,False
10974,10975,405-9614435-1104356,9614435,M,46,2022-05-12,Returned,Amazon,J0152-DR-XL,western dress,XL,1,INR,1249,HYDERABAD,TELANGANA,500084,IN,False
10975,10976,403-2305500-1987535,2305500,M,31,2022-05-12,Returned,Flipkart,JNE3797-KR-XS,western dress,XS,1,INR,735,BENGALURU,KARNATAKA,560037,IN,False
10976,10977,403-2305500-1987535,2305500,W,44,2022-05-12,Returned,Others,JNE3800-KR-XL,western dress,XL,1,INR,724,GONDAL,GUJARAT,360311,IN,False
10977,10978,171-5088608-6092306,5088608,M,52,2022-05-12,Delivered,Flipkart,J0008-SKD-L,set,L,1,INR,1065,JAJAPUR,ODISHA,755007,IN,False
10978,10979,402-5677874-5456320,5677874,W,42,2022-05-12,Delivered,Amazon,J0119-TP-L,top,L,1,INR,574,KOLKATA,WEST BENGAL,700034,IN,False
10979,10980,406-6533947-8379531,6533947,W,45,2022-05-12,Delivered,Myntra,J0244-SKD-XXL,set,XXL,1,INR,1238,BHOPAL,MADHYA PRADESH,462004,IN,False
10980,10981,403-0757160-0300361,757160,W,38,2022-05-12,Delivered,Flipkart,SET110-KR-PP-M,set,M,1,INR,788,NEW DELHI,DELHI,110059,IN,False
10981,10982,402-0773062-0959541,773062,W,66,2022-05-12,Delivered,Flipkart,J0103-SKD-XXXL,set,3XL,1,INR,1338,PALANI,TAMIL NADU,624601,IN,False
10982,10983,402-7025656-9739500,7025656,W,38,2022-05-12,Delivered,Myntra,SET268-KR-NP-L,set,L,1,INR,788,VISAKHAPATNAM,ANDHRA PRADESH,530032,IN,False
10983,10984,405-6886678-6158709,6886678,W,52,2022-05-12,Returned,Ajio,J0341-DR-XL,western dress,XL,1,INR,743,Bengaluru,KARNATAKA,560102,IN,False
10984,10985,171-0547664-9399519,547664,W,49,2022-05-12,Returned,Flipkart,J0343-DR-M,western dress,M,1,INR,743,THANE,MAHARASHTRA,400610,IN,False
10985,10986,403-0628523-3253961,628523,W,28,2022-05-12,Delivered,Flipkart,SET144-KR-NP-XXXL,set,3XL,1,INR,788,BHARUCH,GUJARAT,392001,IN,False
10986,10987,407-3303774-2015569,3303774,W,57,2022-05-12,Delivered,Flipkart,JNE3751-KR-XXXL,kurta,3XL,1,INR,349,FARIDABAD,HARYANA,121012,IN,False
10987,10988,408-1060507-8564366,1060507,M,24,2022-05-12,Delivered,Meesho,SET398-KR-PP-L,set,L,1,INR,1115,THRISSUR,KERALA,680007,IN,False
10988,10989,404-3971029-2651507,3971029,M,54,2022-05-12,Delivered,Others,SAR009,saree,Free,1,INR,688,HATA,UTTAR PRADESH,274203,IN,False
10989,10990,406-7873079-7961119,7873079,W,46,2022-05-12,Delivered,Meesho,J0041-SET-XS,set,XS,1,INR,612,RAJAPALAYAM VIRUDHUNAGAR DISTRICT,TAMIL NADU,626117,IN,False
10990,10991,402-3321300-6371558,3321300,W,40,2022-05-12,Returned,Ajio,JNE3797-KR-S,western dress,S,1,INR,735,PUNE,MAHARASHTRA,411045,IN,False
10991,10992,402-1383997-0827512,1383997,W,24,2022-05-12,Refunded,Myntra,JNE1951-KR-155-S,kurta,S,1,INR,368,Coimbatore,TAMIL NADU,642006,IN,False
10992,10993,405-2174796-9278708,2174796,M,46,2022-05-12,Delivered,Myntra,SET398-KR-PP-M,set,M,1,INR,1186,TEZPUR,ASSAM,784501,IN,False
